optimal distance,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80
56,11,9,0,8,6,13,5,1,3,2,15,10,4,14,7,12,0,3,1,1,2,0,0,0,2,2,1,1,1,3,3,0,0,3,1,1,2,0,0,2,0,3,3,1,2,2,0,2,1,1,1,3,3,0,0,2,2,1,1,3,3,0,0,2,0,3,1,2,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,
61,9,3,13,12,8,10,15,11,1,14,6,5,7,0,4,2,0,3,3,1,2,2,0,3,1,2,2,1,3,3,3,0,2,2,2,0,3,1,1,3,3,0,2,0,2,0,3,1,3,0,2,1,2,0,2,1,3,0,3,1,3,1,2,0,2,1,1,2,0,3,3,1,2,0,3,3,1,,,,,,,,,,,,,,,,,,,
51,6,15,10,7,0,14,2,12,1,4,3,13,11,5,8,9,0,3,3,1,3,0,2,1,3,1,1,2,0,0,2,1,1,3,0,2,2,1,3,0,2,0,3,0,3,3,1,1,2,0,3,1,1,2,2,0,2,0,3,0,3,3,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,13,4,11,0,6,3,9,12,8,10,5,2,7,1,15,14,0,0,2,2,2,1,3,1,1,2,0,0,3,1,1,2,0,3,3,3,0,2,2,1,3,3,0,2,0,2,1,2,1,3,3,1,2,0,3,0,0,3,1,2,2,0,2,1,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,4,15,7,14,12,3,9,8,5,2,0,10,6,13,11,1,3,1,3,0,0,2,1,1,1,2,0,0,3,1,3,1,3,0,0,0,2,2,1,1,1,3,0,2,1,2,0,3,0,3,3,1,2,0,0,2,2,1,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1,10,9,14,2,5,11,8,0,13,4,7,3,6,15,12,1,2,0,0,3,0,2,1,3,1,2,1,2,2,0,0,3,3,1,1,2,0,0,0,3,3,1,1,1,2,2,2,0,3,0,0,3,1,1,3,1,2,2,2,0,3,3,1,2,0,0,2,0,3,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,
53,0,1,13,11,14,8,2,5,10,9,6,3,7,4,15,12,0,0,2,2,1,2,1,3,1,2,0,0,3,1,1,3,0,2,2,1,3,3,0,3,0,2,1,3,1,2,0,2,0,3,0,3,1,1,2,0,0,3,1,1,2,0,0,2,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0,7,12,4,6,2,10,1,3,13,11,8,5,14,9,15,0,2,1,2,0,2,0,3,1,3,1,3,0,0,2,0,2,1,1,3,0,0,2,1,1,3,1,2,0,2,1,3,0,2,0,3,1,3,3,0,0,2,2,1,3,3,1,2,2,0,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
57,12,9,5,3,6,11,13,4,8,1,10,15,14,2,7,0,0,0,2,1,1,3,3,0,0,2,2,0,2,1,1,3,0,3,1,1,2,0,3,0,0,2,2,1,1,3,3,3,0,0,2,1,2,0,2,1,1,3,3,1,3,0,0,2,2,0,2,1,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,
55,8,7,6,9,10,1,15,13,11,4,14,3,5,12,0,2,1,2,0,0,3,0,2,1,3,3,0,3,1,1,2,0,3,1,2,2,0,3,1,1,3,0,0,2,0,2,1,1,1,3,0,2,2,0,0,3,1,3,1,2,2,1,3,3,0,2,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
59,12,6,4,14,13,10,15,11,2,5,0,8,1,9,7,3,0,0,3,3,1,2,1,1,2,0,0,3,1,1,3,0,2,2,1,3,3,0,2,2,2,1,3,3,0,2,2,0,3,0,2,1,3,3,0,2,1,3,1,2,2,0,3,3,3,0,2,2,1,3,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,
56,12,9,15,8,1,2,0,13,4,3,14,10,11,7,6,5,3,0,0,2,1,1,3,1,3,3,0,2,0,0,2,2,1,3,1,1,2,0,3,1,3,0,3,0,0,2,1,2,1,1,3,3,0,0,2,2,0,3,1,2,1,2,1,3,3,3,0,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,
54,9,2,7,14,1,10,13,12,4,6,0,3,11,8,5,15,0,0,0,2,1,1,1,2,0,3,1,2,2,0,3,0,3,3,1,1,2,2,2,0,0,0,3,1,2,0,3,3,3,1,1,2,0,2,0,3,1,3,1,1,2,0,2,0,3,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4,3,11,9,8,6,15,10,1,0,5,2,12,13,7,14,0,0,3,1,2,1,2,0,0,3,3,1,1,2,1,3,0,3,1,2,0,2,1,2,0,3,1,3,0,2,0,2,0,3,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1,6,12,8,11,9,10,4,7,13,0,2,14,5,3,15,0,0,0,2,1,1,2,2,1,3,3,0,3,0,0,2,1,2,1,2,1,3,3,3,0,0,2,2,0,3,1,2,1,2,0,0,3,1,1,3,0,3,0,2,2,1,1,1,3,0,3,1,2,0,2,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,
53,10,15,7,8,1,9,12,5,4,13,3,11,0,2,6,14,0,3,1,1,1,2,0,3,3,3,0,2,0,3,1,2,2,0,3,1,3,0,2,1,2,2,1,3,1,3,0,3,0,2,2,1,3,1,2,2,0,3,3,0,2,2,0,3,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,4,7,10,9,12,15,2,13,8,5,0,14,3,6,1,11,1,1,2,0,0,3,3,0,2,1,1,3,3,0,0,2,1,2,1,3,0,3,1,2,1,2,2,0,0,3,3,3,1,2,1,2,2,0,3,0,3,1,1,2,0,0,0,2,1,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
54,15,9,11,5,0,13,6,4,3,14,7,1,2,10,8,12,3,1,1,1,3,0,0,2,1,2,1,3,3,0,0,3,1,1,2,0,0,0,3,1,1,2,0,0,2,1,2,1,1,3,0,3,0,0,3,1,2,2,2,1,3,3,1,2,2,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
55,9,13,11,4,6,7,1,0,12,15,5,14,8,3,10,2,0,2,2,1,1,1,3,0,3,1,3,0,0,2,2,2,1,1,3,3,0,3,1,2,0,0,2,0,2,1,1,1,3,3,0,0,0,2,2,1,1,1,3,3,0,0,0,3,1,2,2,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
55,13,7,12,8,10,0,15,11,5,4,1,14,9,3,2,6,2,0,3,0,3,1,2,1,3,3,0,2,1,3,1,2,2,2,0,3,3,0,2,0,2,1,1,3,1,2,0,0,3,0,3,1,2,1,3,3,0,2,2,2,1,3,3,3,0,0,2,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
57,14,13,5,2,10,8,6,3,11,15,7,0,12,9,1,4,0,2,1,2,1,1,3,3,0,3,1,2,0,2,1,3,0,3,0,2,2,1,3,3,0,2,0,2,1,1,1,2,0,0,0,3,1,2,1,3,0,3,1,2,0,2,1,1,3,3,3,0,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,
52,1,12,3,11,7,6,4,15,9,14,5,0,10,8,13,2,2,0,3,0,2,1,3,3,0,2,0,3,3,1,1,2,1,3,0,0,2,2,1,3,0,0,2,2,1,1,3,3,1,2,0,3,0,2,2,1,3,0,0,2,1,3,3,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3,4,11,6,13,12,9,14,5,7,8,0,10,15,1,2,0,2,2,1,3,1,1,2,0,0,3,1,3,1,2,2,0,2,1,3,0,3,3,0,0,2,2,1,3,3,0,2,2,1,2,0,3,1,1,2,0,3,1,3,1,2,2,0,3,0,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
52,15,10,2,3,4,0,14,8,7,13,6,5,9,11,1,12,1,3,1,1,3,0,2,0,3,1,3,0,2,1,2,0,3,0,2,2,1,3,1,1,3,0,0,2,0,3,3,1,1,1,2,0,0,3,1,2,0,2,1,1,3,0,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,4,1,5,10,3,2,15,11,6,14,0,9,12,8,13,7,0,0,2,1,1,3,0,2,1,3,3,1,3,0,2,1,2,2,0,0,3,1,3,0,0,2,1,3,3,1,1,2,2,0,0,2,0,3,3,1,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,1,10,11,12,13,2,15,9,4,5,14,3,7,8,6,2,0,3,0,3,3,0,2,2,1,3,1,2,0,3,3,1,2,0,3,0,2,1,3,1,1,2,2,2,0,3,3,3,1,2,2,0,2,1,3,0,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,6,9,3,1,5,2,11,4,15,12,7,10,8,14,13,0,1,1,2,1,2,0,3,1,3,0,0,2,2,1,3,3,3,1,2,2,0,0,3,3,1,2,0,3,0,2,1,3,1,2,2,0,0,3,1,2,2,0,3,1,2,1,3,0,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,9,11,14,12,6,4,2,1,8,10,7,15,5,13,0,3,0,3,0,2,1,1,3,0,0,0,2,2,2,1,3,1,2,1,3,3,0,2,2,1,3,3,0,2,0,3,0,2,1,2,0,3,1,2,1,3,0,3,3,1,2,2,0,3,3,1,1,2,0,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,
65,14,15,9,12,5,13,7,8,11,4,1,0,2,3,6,10,0,3,1,2,1,3,3,1,2,2,0,3,1,3,3,0,0,2,0,3,1,2,2,1,3,3,0,2,2,1,1,3,3,0,0,2,0,2,1,1,3,0,0,3,1,2,2,2,0,3,3,1,2,2,1,3,3,1,2,2,0,3,3,1,3,,,,,,,,,,,,,,,
53,10,9,4,0,12,1,7,14,11,5,8,15,13,6,2,3,0,3,1,2,2,0,3,3,1,2,2,0,3,0,0,2,2,1,1,1,3,0,0,0,2,1,1,3,3,0,2,0,2,1,1,1,3,3,0,0,3,1,2,0,3,0,2,1,2,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,6,15,4,11,1,7,3,13,12,14,2,8,5,0,9,10,1,3,3,0,3,0,2,1,3,1,2,1,2,2,0,3,0,2,0,3,3,1,2,2,0,3,3,1,1,1,3,0,2,1,2,0,0,0,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,6,4,15,9,8,0,1,11,5,3,10,14,12,7,13,2,3,3,0,3,1,1,2,2,0,3,0,0,2,1,2,0,3,1,2,1,3,3,3,1,2,2,0,3,1,2,2,0,3,1,3,0,2,0,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,9,8,3,1,5,11,4,14,6,2,7,12,15,13,10,0,1,1,1,2,2,2,0,3,0,3,3,1,1,2,0,0,0,3,1,1,2,2,1,3,0,0,0,3,1,2,0,2,2,1,1,3,0,3,0,2,2,1,3,3,0,2,2,1,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2,8,4,5,10,3,7,14,12,0,15,1,13,9,11,6,1,2,0,0,0,2,1,1,3,0,0,2,1,1,1,3,0,2,0,3,3,1,1,3,0,2,1,2,2,0,0,3,3,3,0,2,2,2,1,3,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,12,13,1,9,5,15,14,8,0,3,7,4,11,6,10,2,1,1,3,0,0,2,2,0,3,3,1,2,1,3,1,3,0,0,0,2,1,2,2,1,3,1,2,0,0,0,3,1,1,1,3,0,3,0,0,2,2,1,1,1,3,3,0,0,0,2,1,2,2,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,
45,3,10,5,15,4,2,13,6,8,12,11,7,0,1,9,14,3,3,0,2,0,2,0,3,3,1,3,0,2,1,3,1,2,2,0,3,1,2,2,0,3,3,0,2,2,1,3,3,3,1,1,2,2,2,0,0,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,12,15,4,8,14,9,3,11,7,0,2,13,10,5,1,6,1,3,0,3,0,2,2,1,3,1,3,0,3,1,1,2,2,2,0,3,3,3,1,2,0,2,1,3,0,0,0,2,1,1,3,0,3,0,2,2,1,3,3,1,2,0,0,2,2,1,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
55,8,0,9,7,14,13,15,3,11,10,12,2,1,5,4,6,0,0,2,1,3,3,1,3,0,0,2,1,1,2,0,3,3,0,2,2,1,3,1,2,0,2,1,3,1,3,0,3,0,2,2,2,1,3,3,0,2,1,1,3,3,0,2,1,2,2,0,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
55,6,5,10,15,9,0,4,8,7,14,13,11,1,3,2,12,0,3,3,3,1,2,0,0,3,1,2,0,0,2,1,1,1,3,0,0,2,1,2,1,3,3,0,2,2,0,0,3,3,3,1,2,0,2,1,3,1,2,2,0,3,3,0,2,1,1,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
45,12,11,3,6,13,1,5,4,0,7,10,2,15,8,9,14,1,1,2,0,0,2,2,1,3,3,3,0,2,2,1,1,1,3,0,0,2,1,1,2,0,0,0,3,1,2,1,3,0,3,3,0,2,1,1,2,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,13,7,9,0,3,1,14,8,6,11,12,10,5,2,4,15,0,0,2,1,3,1,2,2,0,2,1,3,0,0,0,2,1,1,3,0,0,2,1,1,3,3,3,0,2,2,0,3,3,1,2,1,1,2,2,0,3,0,0,3,1,1,1,2,0,0,0,3,1,1,1,3,0,2,1,3,,,,,,,,,,,,,,,,,,,,
54,12,13,15,11,10,1,0,2,4,6,14,9,5,7,8,3,0,0,3,3,1,3,1,2,1,3,0,2,0,2,2,0,3,1,1,2,1,3,3,0,2,2,0,3,3,0,2,2,1,3,3,3,0,2,1,3,1,2,2,2,1,3,3,0,2,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
46,15,0,12,7,2,6,8,10,3,5,13,9,1,4,14,11,3,3,3,1,1,2,2,0,0,2,1,3,0,3,1,1,2,2,0,3,1,3,3,0,2,2,0,3,3,1,2,1,1,2,2,0,0,3,0,3,3,1,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,13,9,0,8,4,15,5,10,2,1,3,14,11,6,12,7,1,3,1,2,0,0,3,0,2,2,1,1,1,3,0,0,3,3,0,2,1,3,1,2,1,3,0,2,0,0,2,2,1,1,3,0,2,1,3,1,3,0,0,0,3,1,2,2,0,3,1,2,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,
58,3,11,4,8,13,14,6,15,10,0,12,9,5,2,1,7,0,0,3,0,2,1,3,3,1,2,2,0,2,1,1,3,0,0,2,0,3,1,3,3,1,2,2,2,0,3,3,3,0,2,1,3,1,2,2,1,2,0,0,3,3,1,1,3,0,0,0,2,1,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,
55,10,12,4,5,2,8,9,11,6,1,7,14,15,3,0,13,2,1,2,1,3,3,0,2,2,2,1,3,3,0,2,0,2,1,3,0,3,1,3,0,2,1,1,3,0,2,2,1,3,3,1,2,2,0,2,1,3,0,2,0,3,0,2,1,3,1,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
51,7,9,3,13,15,12,0,10,1,14,8,2,6,4,11,5,3,1,1,1,2,2,0,0,0,3,1,1,3,0,3,0,2,2,1,2,1,3,1,3,3,0,0,0,2,1,1,2,0,2,0,3,3,1,1,1,2,0,3,3,0,2,2,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4,13,2,14,6,7,15,8,10,0,12,3,9,1,5,11,0,3,1,2,1,2,0,0,3,3,0,2,1,1,1,3,0,0,0,2,1,1,2,1,3,3,0,2,0,3,3,1,2,2,0,3,3,0,2,2,2,1,3,3,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,15,6,3,5,13,10,1,11,4,0,2,8,12,9,7,14,1,3,3,1,1,2,2,0,0,3,0,2,1,1,3,0,3,1,3,1,2,0,2,0,0,3,1,2,2,1,3,1,3,3,0,2,0,2,1,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,7,3,15,10,14,6,8,13,9,0,11,5,2,1,12,4,0,3,3,0,3,1,1,1,2,2,2,0,0,3,0,3,3,1,1,1,2,0,0,3,1,1,2,0,2,0,0,2,1,3,0,3,1,1,2,0,0,3,1,3,1,2,1,2,0,2,0,3,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,
55,4,9,7,5,15,2,8,12,11,3,13,10,1,0,14,6,1,1,1,3,0,0,0,3,1,2,2,1,3,3,0,2,1,1,3,0,2,0,2,2,0,3,3,3,1,2,2,2,0,3,3,3,1,1,2,1,2,0,2,1,3,0,2,0,0,3,1,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
63,14,11,6,1,15,10,7,5,12,3,4,2,8,13,9,0,1,2,1,1,3,0,0,0,2,1,1,1,3,0,0,3,1,1,2,0,0,0,2,1,1,3,3,3,1,2,2,2,0,3,0,3,3,1,2,0,3,0,2,1,2,0,3,1,3,1,2,2,0,2,0,3,3,1,3,1,2,1,3,,,,,,,,,,,,,,,,,
60,11,14,7,5,10,2,3,6,9,12,8,13,4,1,0,15,2,0,0,3,1,2,1,2,0,2,0,3,3,0,2,1,1,2,1,3,0,3,0,3,1,2,2,0,3,0,3,1,2,1,1,2,0,2,0,0,3,1,2,0,3,3,1,2,1,3,0,3,1,1,2,0,0,3,1,1,,,,,,,,,,,,,,,,,,,,
56,3,12,2,11,7,6,10,15,8,5,4,9,0,1,14,13,0,0,0,3,3,1,2,1,2,0,0,3,1,2,2,1,3,3,0,2,2,0,3,3,1,1,1,3,0,0,0,2,1,3,1,2,1,2,2,0,0,3,3,3,1,2,1,2,2,0,0,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,
57,12,9,5,4,15,10,3,8,0,7,11,1,2,6,14,13,2,1,1,1,3,3,0,0,0,2,2,1,1,1,3,0,0,2,1,1,3,0,3,3,1,2,2,0,0,3,3,0,2,1,3,1,2,0,0,2,1,2,0,3,1,1,3,0,0,2,1,2,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,
53,12,5,0,14,8,9,10,6,4,11,7,3,2,13,15,1,2,0,0,2,2,1,1,1,3,3,0,3,1,2,0,2,2,1,3,3,0,2,0,3,0,3,1,1,2,0,0,2,1,3,3,0,2,2,2,1,3,3,1,2,2,0,3,0,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1,6,13,11,14,8,2,5,12,4,9,7,3,15,0,10,0,2,1,2,1,2,0,3,0,3,1,3,1,2,2,0,3,3,1,2,2,0,2,1,3,1,2,0,0,3,3,0,2,1,1,1,3,0,2,2,0,0,3,3,1,3,1,1,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0,14,12,8,10,11,7,15,3,1,2,4,6,9,13,5,0,2,1,3,3,0,2,0,3,1,2,2,0,3,1,1,3,3,0,0,2,0,3,1,1,2,0,0,2,1,1,2,1,3,0,3,1,2,0,2,1,3,0,3,0,0,2,1,1,3,3,1,2,0,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,
57,1,12,7,14,8,2,13,9,3,15,5,0,6,4,10,11,0,2,1,3,0,3,1,2,1,1,2,2,0,0,3,0,3,1,1,2,2,0,3,0,3,1,1,2,0,0,3,3,1,2,1,1,3,0,0,2,1,1,2,2,0,0,0,3,3,3,1,1,1,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,
62,15,2,14,13,10,3,11,12,9,4,8,5,7,1,6,0,1,3,3,3,0,2,2,1,3,1,1,3,0,0,2,1,1,2,2,0,3,3,3,1,2,2,2,0,0,0,3,1,1,3,3,1,2,2,2,0,0,3,0,2,1,3,3,0,3,1,1,1,2,2,0,3,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,
54,11,6,9,4,0,12,8,5,1,2,15,14,13,7,10,3,0,2,0,3,1,2,1,2,0,0,3,1,3,3,1,1,2,0,3,0,0,2,2,1,1,1,2,0,3,1,3,0,0,2,1,2,0,0,3,1,1,2,1,3,3,0,2,2,1,3,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
50,4,6,10,9,5,14,3,12,2,8,7,13,0,1,11,15,2,2,0,2,1,3,0,3,1,3,0,2,1,2,0,0,0,3,3,1,1,2,2,0,0,3,3,1,1,2,2,2,0,3,0,3,1,1,2,2,0,3,0,2,1,3,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2,12,0,15,13,4,11,8,14,5,7,6,1,10,9,3,3,3,3,0,0,0,2,2,1,2,0,3,1,2,1,1,3,3,0,0,3,0,2,2,2,1,3,3,1,2,2,1,3,3,0,2,2,0,3,3,1,3,1,2,0,3,0,0,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,0,15,5,7,11,4,9,12,3,6,2,13,14,10,8,3,3,0,2,2,1,3,1,3,0,0,2,2,1,1,3,3,0,3,1,2,0,3,0,0,2,1,2,0,3,1,1,2,0,2,1,1,3,0,0,2,0,3,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,3,10,8,11,12,13,15,7,9,1,14,4,5,0,6,2,0,2,1,1,3,0,0,3,3,1,2,1,2,0,0,3,3,0,2,2,1,2,0,3,1,1,2,0,3,3,1,1,3,0,2,1,2,0,3,1,2,2,0,3,0,3,3,0,2,2,1,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
59,11,14,9,3,6,2,4,10,13,12,1,0,7,8,15,5,0,2,0,2,1,2,0,3,3,3,1,2,1,2,0,2,0,3,3,1,1,1,2,0,0,0,3,1,1,3,1,2,2,0,0,3,1,3,1,2,2,0,2,0,0,3,1,2,0,3,3,1,1,2,0,3,1,3,1,,,,,,,,,,,,,,,,,,,,,
50,8,5,3,2,11,12,6,14,7,0,15,1,9,13,10,4,0,2,1,3,1,3,0,0,2,0,2,1,1,3,1,2,2,0,0,3,0,2,1,1,3,3,0,0,3,1,1,1,2,0,0,2,1,1,3,0,0,0,2,1,2,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,5,7,8,14,3,10,11,6,15,12,9,4,0,1,2,13,3,1,2,2,0,3,3,1,1,2,0,3,1,2,1,2,0,2,0,3,3,1,2,1,2,0,0,3,0,3,1,1,1,2,0,3,3,1,2,2,2,0,0,0,3,1,2,0,3,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0,2,8,6,11,13,3,7,12,14,9,1,10,5,15,4,0,2,1,1,3,0,0,0,2,1,2,0,2,1,1,3,3,1,3,0,0,2,2,2,0,3,1,1,3,1,2,2,0,0,3,1,3,0,0,2,1,1,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,14,13,5,2,0,3,11,9,1,6,8,15,12,4,7,10,2,0,0,0,2,1,3,3,0,2,2,1,3,3,1,1,2,0,2,0,3,3,3,0,2,2,1,3,3,0,2,1,1,3,1,2,0,3,0,0,2,2,1,1,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3,6,0,5,14,1,10,15,8,12,13,9,7,4,11,2,0,0,0,3,1,2,1,2,1,3,3,3,0,2,0,3,0,2,2,1,1,2,0,0,3,1,3,3,1,2,2,1,2,0,0,0,3,1,1,3,0,2,1,1,3,0,2,1,2,0,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
40,9,4,15,3,6,13,0,1,11,12,14,7,5,2,8,10,3,1,3,0,0,3,1,2,0,0,2,2,1,1,3,3,0,0,3,1,1,1,2,0,0,2,0,3,3,1,2,2,0,2,1,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8,0,2,15,3,6,12,14,13,10,1,9,5,11,7,4,3,0,3,1,3,0,2,1,2,2,0,3,0,0,2,1,1,3,0,3,1,1,2,0,0,3,1,3,0,0,2,1,3,0,2,2,1,3,1,1,3,0,2,2,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0,14,8,3,12,9,1,15,10,13,2,11,5,6,4,7,3,0,0,3,1,2,0,0,2,1,2,1,3,1,3,0,2,0,3,3,0,2,1,3,1,2,2,1,3,3,0,2,0,2,2,1,3,3,0,2,0,3,1,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1,8,5,4,6,3,10,11,15,9,2,12,0,14,13,7,1,1,1,2,0,0,3,1,1,2,0,2,1,3,0,3,3,0,2,1,1,3,0,2,2,0,0,3,3,1,2,2,2,1,3,1,3,0,0,2,0,3,1,2,2,0,3,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,2,14,5,7,4,10,8,9,12,13,0,6,11,3,15,0,0,2,1,2,2,0,3,0,3,3,1,2,1,2,1,3,3,0,2,0,2,1,1,3,0,0,0,2,1,1,3,0,0,2,1,2,1,1,3,0,2,0,0,3,1,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,13,1,9,2,3,8,7,12,0,10,14,5,11,6,15,4,0,2,1,3,1,2,2,0,3,0,2,0,2,1,1,3,0,0,3,1,3,1,1,2,0,3,1,2,2,0,3,0,3,0,2,1,3,1,2,0,2,2,0,3,3,3,1,2,2,1,2,1,3,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,
54,3,9,12,8,0,14,1,11,6,7,10,2,5,13,4,15,0,2,0,2,2,0,3,1,1,1,3,0,2,2,0,3,1,1,2,0,3,1,3,0,3,1,2,0,0,0,3,1,1,2,0,2,0,3,1,2,1,3,0,3,0,2,1,2,0,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
63,14,15,10,11,13,4,9,1,12,7,6,8,5,3,0,2,3,1,1,2,0,3,3,0,3,1,2,1,3,0,2,2,1,3,0,2,0,3,3,1,2,2,0,3,0,3,1,2,0,2,1,2,0,3,1,2,1,1,3,0,0,3,0,3,1,2,1,2,2,1,3,3,3,0,2,2,1,3,3,,,,,,,,,,,,,,,,,
48,12,0,11,9,3,15,1,4,13,5,8,14,2,7,6,10,0,2,1,3,1,1,2,0,0,3,1,3,3,0,0,2,2,1,3,3,0,2,2,1,1,3,0,2,1,3,3,1,2,2,2,0,3,3,1,2,0,0,0,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,10,14,11,0,5,2,9,7,13,1,15,12,3,8,6,4,2,2,1,3,0,0,2,1,3,3,3,1,2,2,0,3,3,1,2,2,2,0,3,0,3,0,3,1,2,0,2,2,1,3,3,1,2,0,0,3,1,3,1,2,1,2,0,0,0,3,3,1,2,1,2,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,
52,5,9,12,3,6,8,2,15,10,14,7,4,13,0,11,1,0,2,1,3,3,0,2,1,3,3,0,2,0,0,3,1,1,2,1,2,2,0,3,3,0,0,3,1,2,2,0,3,1,2,2,1,3,1,3,0,0,2,2,0,3,1,2,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
